College,email,Country
"Schiller International University, Strasbourg",schillerstrasbourg.com,France
Institut d'Etudes Politiques de Paris (Sciences Po),sciences-po.fr,France
Université Denis Diderot (Paris VII),sigu7.jussieu.fr,France
Ecole Superieure Robert de Sorbon,sorbon.fr,France
Ecole Nationale Supérieure de l'Aéronautique et de l'Espace,supaero.fr,France
Groupe Sup de Co Amiens Picardie,supco-amiens.fr,France
Groupe Sup de Co Montpellier,supco-montpellier.fr,France
Ecole Supérieure d'Electricité,supelec.fr,France
Université d'Aix-Marseille III,u-3mrs.fr,France
Université Victor Segalen (Bordeaux II),u-bordeaux2.fr,France
Université Bourgogne - Franche-Comté,ubfc.fr,France
Université de Cergy-Pontoise,u-cergy.fr,France
Université d'Auvergne (Clermont-Ferrand I),u-clermont1.fr,France
Université Catholique de l' Ouest,uco.fr,France
Université Stendhal (Grenoble III),u-grenoble3.fr,France
Université Rennes II - Haute-Bretagne,uhb.fr,France
Université Henri Poincaré (Nancy I),uhp-nancy.fr,France
Université Joseph Fourier (Grenoble I),ujf-grenoble.fr,France
Université de Caen Basse Normandie,unicaen.fr,France
Université de Nice-Sophia Antipolis,unice.fr,France
Université de Limoges,unilim.fr,France
Université d'Angers,univ-angers.fr,France
Université d'Artois,univ-artois.fr,France
Université d'Avignon,univ-avignon.fr,France
Université Blaise Pascal (Clermont-Ferrand II),univ-bpclermont.fr,France
Université de Bretagne Occidentale,univ-brest.fr,France
Université Catholique de Lyon,univ-catholyon.fr,France
Université de Corse Pascal Paoli,univ-corse.fr,France
Université d'Evry Val d'Essonne,univ-evry.fr,France
Ecole Nationale Supérieure de Chimie de Toulouse,univ-inpt.fr,France
Université du Havre,univ-lehavre.fr,France
Université du Maine,univ-lemans.fr,France
Université des Sciences et Technologies de Lille (Lille I),univ-lille1.fr,France
Université du Droit et de la Sante (Lille II),univ-lille2.fr,France
Université Charles-de-Gaulle (Lille III),univ-lille3.fr,France
Université du Littoral Cote d'Opale,univ-littoral.fr,France
Université de Lorraine,univ-lorraine.fr,France
Université de La Rochelle,univ-lr.fr,France
Université Claude Bernard (Lyon I),univ-lyon1.fr,France
Université Lumiére (Lyon II),univ-lyon2.fr,France
Université Jean Moulin (Lyon III),univ-lyon3.fr,France
Université de la Méditerranée (Aix Marseille II),univmed.fr,France
Université de Metz,univ-metz.fr,France
Université de Marne la Vallée,univ-mlv.fr,France
Université de Montpellier I,univ-montp1.fr,France
Université de Montpellier II,univ-montp2.fr,France
Université Paul Valéry (Montpellier III),univ-montp3.fr,France
Université de Haute-Alsace,univ-mulhouse.fr,France
Université Nancy II,univ-nancy2.fr,France
Université de Nantes,univ-nantes.fr,France
Université d'Orléans,univ-orleans.fr,France
Université Val-de-Marne (Paris XII),univ-paris12.fr,France
Université Paris Nord (Paris XIII),univ-paris13.fr,France
Université Panthéon-Sorbonne (Paris I),univ-paris1.fr,France
Université Sorbonne-Nouvelle (Paris III),univ-paris3.fr,France
Université René Descartes (Paris V),univ-paris5.fr,France
Université Vincennes Saint-Denis (Paris VIII),univ-paris8.fr,France
Université de Pau et des Pays de l'Adour,univ-pau.fr,France
Université de Perpignan,univ-perp.fr,France
Université de Poitiers,univ-poitiers.fr,France
Université de Reims Champagne-Ardenne,univ-reims.fr,France
Université Rennes I,univ-rennes1.fr,France
Université de Rouen - Haute Normandie,univ-rouen.fr,France
Université de Savoie,univ-savoie.fr,France
Université Jean Monnet,univ-st-etienne.fr,France
"Université du Sud, Toulon et Var",univ-tln.fr,France
Université des Sciences Sociales (Toulouse I),univ-tlse1.fr,France
Université de Toulouse-le-Mirail (Toulouse II),univ-tlse2.fr,France
Université de Toulouse,univ-toulouse.fr,France
Université François Rabelais de Tours,univ-tours.fr,France
Université de Bretagne Sud,univ-ubs.fr,France
Ecole Nationale Supérieure d'Ingénieurs en Mécanique et Energétique de Valenciennes,univ-valenciennes.fr,France
Université de Valenciennes et du Hainaut-Cambrésis,univ-valenciennes.fr,France
Université Paris Nanterre (Paris X),u-paris10.fr,France
Université Panthéon-Assas (Paris II),u-paris2.fr,France
Université de Picardie Jules-Verne,u-picardie.fr,France
Université Pierre Mendes-France (Grenoble II),upmf-grenoble.fr,France
Université Paul Sabatier (Toulouse III),ups-tlse.fr,France
Université Paris Sud (Paris XI),u-psud.fr,France
Université de Provence (Aix-Marseille I),up.univ-mrs.fr,France
Université des Sciences Humaines (Strasbourg II),ushs.u-strasbg.fr,France
Université de Technologie de Belfort Montbéliard,utbm.fr,France
Université de Technologie de Compiègne,utc.fr,France
Université de Technologie de Troyes,utt.fr,France
Université de Versailles Saint-Quentin-en-Yvelines,uvsq.fr,France
Ecole Nationale Vétérinaire d'Alfort,vet-alfort.fr,France
Ecole Nationale Vétérinaire de Lyon,vet-lyon.fr,France
Ecole Nationale Vétérinaire de Nantes,vet-nantes.fr,France
"Ecole Européenne de Chimie, Polymères et Matériaux de Strasbourg",www-ecpm.u-strasbg.fr,France
Ecole Nationale du Génie de l'Eau et de l'Environnement de Strasbourg,www-engees.u-strasbg.fr,France
Ecole Nationale Supérieure des Arts et Industries de Strasbourg,www-ensais.u-strasbg.fr,France
Ecole Nationale Superieure d'Informatique et de Mathematiques Appliquees de Grenoble,www-ensimag.imag.fr,France
Ecole Nationale Supérieure de Physique de Grenoble,www-enspg.inpg.fr,France
Ecole Nationale Supérieure de Physique de Strasbourg,www-ensps.u-strasbg.fr,France
Université Louis Pasteur (Strasbourg I),www-ulp.u-strasbg.fr,France
Université Robert Schuman (Strasbourg III),www-urs.u-strasbg.fr,France
Ecole pour l'Informatique et les nouvelles Technologies,epitech.eu&&&&epitech.net,France
Ecole Pour l'Informatique et les Techniques Avancees,epita.fr,France
Institut polytechnique des sciences avancees,ipsa.fr,France
Ecole des technologies numeriques appliquees,etna.io,France
ESME Sudria,esme.fr,France
Institut Sup'Biotech de Paris,supbiotech.fr,France
Université des Antilles et de la Guyane,univ-ag.fr,French Guiana
Université de la Polynésie Française,upf.pf,French Polynesia
Université Omar Bongo,uob.ga,Gabon
American International University West Africa,aiu.edu.gm,Gambia
EUCLID University,euclid.int,Gambia
University of the Gambia,utg.edu.gm,Gambia
Akaki Tsereteli State University,atsu.edu.ge,Georgia
Caucasus University,cu.edu.ge,Georgia
European School of Management - Tbilisi,esm-tbilisi.ge,Georgia
University of Grigol Robakidze,gruni.edu.ge,Georgia
Georgian Agricultural University,gsau.edu.ge,Georgia
Georgian Technical University,gtu.edu.ge,Georgia
International Blacksea University,ibsu.edu.ge,Georgia
Ilia Chavchavadze State University,iliauni.edu.ge,Georgia
Tbilisi Pedagogical University,saba.edu.ge,Georgia
St. Andrew Georgian University,sangu.ge,Georgia
Tbilisi Institute of Asia and Africa,tiaa.edu.ge,Georgia
Tbilisi State Medical University,tsmu.edu,Georgia
Tbilisi State University,tsu.edu.ge,Georgia
"AKAD Hochschulen für Berufstätige, Fachhochschule Leipzig",akad.de,Germany
Hochschule für Berufstätige Rendsburg,akad.de,Germany
Alice-Salomon-Fachhochschule für Sozialarbeit und Sozialpädagogik Berlin,asfh-berlin.de,Germany
Augustana Hochschule Neuendettelsau,augustana.de,Germany
Kirchliche Hochschule Bethel,bethel.de,Germany
BiTS - Business and Information Technology School gGmbH,bits-iserlohn.de,Germany
Cologne Business School,cbs.de,Germany
Duale Hochschule Baden-Württemberg,dhbw.de,Germany
Deutsche Hochschule für Verwaltungswissenschaften Speyer,dhv-speyer.de,Germany
DIPLOMA-Fachhochschule Ölsnitz/Vogtland,diploma.de,Germany
Fachhochschule Nordhessen,diploma.de,Germany
Deutsche Sporthochschule Köln,dshs-koeln.de,Germany
E.A.P. Europäische Wirtschaftshochschule Berlin,eap.net,Germany
Europäische Betriebswirtschafts-Akademie,eba-muenchen.de,Germany
European Business School Schloß Reichartshausen,ebs.de,Germany
European College of Liberal Arts,ecla.de,Germany
Evangelische Fachhochschule Rheinland-Westfalen-Lippe,efh-bochum.de,Germany
Evangelische Fachhochschule Darmstadt,eh-darmstadt.de,Germany
"Evangelische Fachhochschule Freiburg, Hochschule für Soziale Arbeit, Diakonie und Religionspädagogik",efh-freiburg.de,Germany
Evangelische Fachhochschule Hannover,efh-hannover.de,Germany
Evangelische Fachhochschule Ludwigshafen Hochschule für Sozial- und Gesundheitswesen,efhlu.de,Germany
"Evangelische Fachhochschule Reutlingen-Ludwigsburg, Hochschule für Soziale Arbeit, Religionspädagogik und Diakonie",efh-reutlingen-ludwigsburg.de,Germany
Evangelische Hochschule für Soziale Arbeit Dresden (FH),ehs-dresden.de,Germany
European Management School,ems-mainz.de,Germany
Europäische Fachhochschule,eufh.de,Germany
Europa-Universität Viadrina Frankfurt (Oder),euv-frankfurt-o.de,Germany
"Evangelische Fachhochschule Berlin, Fachhochschule für Sozialarbeit und Sozialpädagogik",evfh-berlin.de,Germany
Evangelische Fachhochschule Nürnberg,evfh-nuernberg.de,Germany
Fern-Fachhochschule Hamburg,fern-fh.de,Germany
Fernuniversität Gesamthochschule Hagen,fernuni-hagen.de,Germany
Fachhochschule Aachen,fh-aachen.de,Germany
Fachhochschule Aschaffenburg,fh-aschaffenburg.de,Germany
Fachhochschule Augsburg,fh-augsburg.de,Germany
Internationale Fachhochschule Bad Honnef,fh-bad-honnef.de,Germany
"Fachhochschule Biberach, Hochschule für Bauwesen und Wirtschaft",fh-biberach.de,Germany
Fachhochschule Bielefeld,fh-bielefeld.de,Germany
Fachhochschule Bingen,fh-bingen.de,Germany
Fachhochschule Bochum,fh-bochum.de,Germany
Hochschule Bonn-Rhein-Sieg,hochschule-bonn-rhein-sieg.de&&&&h-brs.de,Germany
Fachhochschule Brandenburg,fh-brandenburg.de,Germany
Technische Hochschule Brandenburg,th-brandenburg.de,Germany
Technische Hochschule Deggendorf,th-deg.de,Germany
Fachhochschule Dortmund,fh-dortmund.de,Germany
Hochschule Düsseldorf,hs-duesseldorf.de,Germany
Fachhochschule für die Wirtschaft,fhdw.bib.de,Germany
Fachhochschule der Wirtschaft,fhdw.de,Germany
Fachhochschule Eberswalde,fh-eberswalde.de,Germany
Fachhochschule Erfurt,fh-erfurt.de,Germany
Fachhochschule Flensburg,fh-flensburg.de,Germany
Fachhochschule Frankfurt am Main,fh-frankfurt.de,Germany
Europa Fachhochschule Fresenius,fh-fresenius.de,Germany
"Fachhochschule Furtwangen, Hochschule für Technik und Wirtschaft",fh-furtwangen.de,Germany
Fachhochschule Gelsenkirchen,fh-gelsenkirchen.de,Germany
Fachhochschule Gießen-Friedberg,fh-giessen.de,Germany
Fachhochschule Hamburg,fh-hamburg.de,Germany
Fachhochschule Hannover,fh-hannover.de,Germany
Fachhochschule Heidelberg,fh-heidelberg.de,Germany
"Fachhochschule Heilbronn, Hochschule für Technik und Wirtschaft",fh-heilbronn.de,Germany
"Fachhochschule Hildesheim/Holzminden/Göttingen, Hochschule für angewandte Wissenschaft und Kunst",fh-hildesheim.de,Germany
Fachhochschule Hof,fh-hof.de,Germany
Technische Hochschule Ingolstadt,thi.de,Germany
"Fachhochschule und Berufskollegs NTA, Prof.Dr. Grübler gemein. GmbH",fh-isny.de,Germany
Fachhochschule Jena,fh-jena.de,Germany
"Fachhochschule Karlsruhe, Hochschule für Technik",fh-karlsruhe.de,Germany
"Fachhochschule Kempten, Hochschule für Technik und Wirtschaft",fh-kempten.de,Germany
Fachhochschule Kiel,fh-kiel.de,Germany
Fachhochschule Kaiserslautern,fh-kl.de,Germany
Fachhochschule Koblenz,fh-koblenz.de,Germany
Fachhochschule Köln,fh-koeln.de,Germany
"Fachhochschule Konstanz, Hochschule für Technik, Wirtschaft und Gestaltung",fh-konstanz.de,Germany
Staatlich anerkannte Fachhochschule für Kunsttherapie,fhkt.de,Germany
"Fachhochschule Landshut, Hochschule für Wirtschaft - Sozialwesen - Technik",fh-landshut.de,Germany
Fachhochschule Lausitz,fh-lausitz.de,Germany
Fachhochschule Lippe,fh-lippe.de,Germany
"Fachhochschule Ludwigshafen, Hochschule für Wirtschaft",fh-ludwigshafen.de,Germany
Fachhochschule Lübeck,fh-luebeck.de,Germany
Fachhochschule Mainz,fh-mainz.de,Germany
"Fachhochschule Mannheim, Hochschule für Technik und Gestaltung",fh-mannheim.de,Germany
Fachhochschule Merseburg,fh-merseburg.de,Germany
Fachhochschule des Mittelstandes (FHM),fhm-mittelstand.de,Germany
Fachhochschule München,fh-muenchen.de,Germany
Hochschule München,hm.edu,Germany
Fachhochschule Münster,fh-muenster.de,Germany
Fachhochschule Neubrandenburg,fh-nb.de,Germany
"Hochschule Neu-Ulm, Hochschule Neu-Ulm University of applied sciences",hs-neu-ulm.de,Germany
Fachhochschule Niederrhein,fh-niederrhein.de,Germany
Fachhochschule Nordostniedersachsen,fhnon.de,Germany
Fachhochschule Nordhausen,fh-nordhausen.de,Germany
Georg-Simon-Ohm-Fachhochschule Nürnberg,fh-nuernberg.de,Germany
"Fachhochschule Nürtingen, Hochschule für Wirtschaft, Landwirtschaft und Landespflege",fh-nuertingen.de,Germany
Fachhochschule für das öffentliche Bibliothekswesen Bonn,fhoebb.de,Germany
"Fachhochschule Offenburg, Hochschule für Technik und Wirtschaft",fh-offenburg.de,Germany
Fachhochschule Oldenburg/Ostfriesland/Wilhelmshaven,fh-oow.de,Germany
Fachhochschule Osnabrück,fh-osnabrueck.de,Germany
Freie Kunst-Studienstätte Ottersberg,fh-ottersberg.de,Germany
"Fachhochschule Pforzheim, Hochschule für Gestaltung, Technik und Wirtschaft",fh-pforzheim.de,Germany
Fachhochschule Potsdam,fh-potsdam.de,Germany
Fachhochschule Regensburg,fh-regensburg.de,Germany
"Fachhochschule Reutlingen, Hochschule für Technik und Wirtschaft",fh-reutlingen.de,Germany
"Deutsch-Ordens Fachhochschule Riedlingen, Hochschule für Wirtschaft",fh-riedlingen.de,Germany
"Fachhochschule Rosenheim, Hochschule für Technik und Wirtschaft",fh-rosenheim.de,Germany
"Fachhochschule Rottenburg, Hochschule für Forstwirtschaft",fh-rottenburg.de,Germany
Fachhochschule Schmalkalden,fh-schmalkalden.de,Germany
"Fachhochschule Schwäbisch Hall, Hochschule für Gestaltung",fh-schwaebischhall.de,Germany
"Fachhochschule Mannheim, Hochschule für Sozialwesen",fhs-mannheim.de,Germany
"Evangelische Fachhochschule für Religionspädagogik, und Gemeindediakonie Moritzburg",fhs-moritzburg.de,Germany
Fachhochschule Stralsund,fh-stralsund.de,Germany
Deutsche Telekom Fachhochschule Leipzig,fh-telekom-leipzig.de,Germany
"Fachhochschule Trier, Hochschule für Technik, Wirtschaft und Gestaltung",fh-trier.de,Germany
"Fachhochschule Stuttgart, Hochschule für Technik",fht-stuttgart.de,Germany
Hochschule für Technik und Wirtschaft Berlin,fhtw-berlin.de&&&&htw-berlin.de,Germany
"Hochschule Ulm, Hochschule für Angewandte Wissenschaft",hs-ulm.de,Germany
Fachhochschule für Verwaltung und Rechtspflege Berlin,fhvr.berlin.de,Germany
Fachhochschule für Wirtschaft Berlin,fhw-berlin.de,Germany
Fachhochschule Wedel,fh-wedel.de,Germany
Fachhochschule Weihenstephan,fh-weihenstephan.de,Germany
Fachhochschule Ravensburg-Weingarten,fh-weingarten.de,Germany
"Fachhochschule Westküste, Hochschule für Wirtschaft und Technik",fh-westkueste.de,Germany
Fachhochschule Wiesbaden,fh-wiesbaden.de,Germany
Fachhochschule Braunschweig/Wolfenbüttel,fh-wolfenbuettel.de,Germany
Fachhochschule Worms,fh-worms.de,Germany
Private Fachhochschule für Wirtschaft und Technik Vechta/Diepholz,fhwt.de,Germany
Fachhochschule Würzburg - Schweinfurt,fh-wuerzburg.de,Germany
Westsächsische Hochschule Zwickau (FH),fh-zwickau.de,Germany
Fachhochschule für Oekonomie und Management (FOM),fom.de,Germany
Freie Universität Berlin,fu-berlin.de,Germany
Private Hanseuniversität,hanseuni.de,Germany
Hafencity Universität Hamburg,hcu-hamburg.de,Germany
"Fachhochschule Stuttgart, Hochschule der Medien",hdm-stuttgart.de,Germany
Hertie School of Governance,hertie-school.org,Germany
"Hochschule für Bankwirtschaft (HfB), Private Fachhochschule der Bankakademie",hfb.de,Germany
"Fachhochschule Schwäbisch Gmünd, Hochschule für Gestaltung",hfg-gmuend.de,Germany
Hochschule für Philosophie München,hfph.mwn.de,Germany
Hochschule für Politik (HFP),hfp.mhn.de,Germany
Handelshochschule Leipzig,hhl.de,Germany
Hochschule für Internationales Management,himh.de,Germany
Hochschule für Jüdische Studien Heidelberg,hjs.uni-heidelberg.de,Germany
Hochschule Albstadt-Sigmaringen,hs-albsig.de,Germany
"Hochschule Anhalt (FH), Hochschule für angewandte Wissenschaften",hs-anhalt.de,Germany
Hochschule Bremen,hs-bremen.de,Germany
Hochschule Bremerhaven,hs-bremerhaven.de,Germany
Hochschule Coburg,hs-coburg.de,Germany
Hochschule Darmstadt,h-da.de,Germany
Hochschule Esslingen,hs-esslingen.de,Germany
Hochschule Fulda,hs-fulda.de,Germany
"Hochschule Harz, Hochschule für angewandte Wissenschaften (FH)",hs-harz.de,Germany
Hochschule Magdeburg-Stendal (FH),hs-magdeburg.de,Germany
